wavelength_nm,irradiance_W_m2_nm
2365,0.03672
2370,0.01818
2375,0.03219
2380,0.0264
2385,0.01574
2390,0.0227
2395,0.02727
2400,0.02975
2405,0.01774
2410,0.01708
2415,0.01122
2420,0.01168
2425,0.01669
2430,0.02691
2435,0.004126
2440,0.02349
2445,0.007096
2450,0.003208
2455,0.00803
2460,0.01469
2465,0.007563
2470,0.003106
2475,0.002947
2480,0.0005835
2485,0.0002593
2490,6.667e-05
2495,5.693e-05
2500,0.0002345
2505,1.556e-05
2510,3.118e-05
2515,1.605e-06
2520,1.363e-07
2525,5.032e-10
2530,4.258e-14
2535,3.438e-16
2540,3.199e-15
2545,5.633e-21
2550,7.421e-32
2555,3.582e-20
2560,6.463e-21
2565,3.155e-28
2570,3.23e-38
2575,0
2580,0
2585,0
2590,0
2595,0
2600,0
2605,0
2610,0
2615,0
2620,0
2625,0
2630,0
2635,1.213e-32
2640,1.819e-37
2645,5.079e-40
2650,9.809e-45
2655,0
2660,0
2665,0
2670,0
2675,0
2680,0
2685,0
2690,0
2695,0
2700,0
2705,0
2710,0
2715,0
2720,0
2725,2.122e-41
2730,1.541e-44
2735,9.809e-45
2740,0
2745,0
2750,0
2755,0
2760,0
2765,0
2770,1.401e-45
2775,0
2780,0
2785,0
2790,1.154e-29
2795,3.092e-32
2800,7.06e-20
2805,1.201e-22
2810,9.215e-19
2815,6.516e-19
2820,1.385e-20
2825,3.222e-14
2830,1.931e-11
2835,3.17e-20
2840,3.295e-13
2845,4.397e-09
2850,8.189e-13
2855,1.405e-12
2860,5.555e-09
2865,1.168e-07
2870,1.392e-10
2875,7.608e-07
2880,6.206e-07
2885,1.184e-06
2890,5.649e-07
2895,7.705e-05
2900,1.217e-05
2905,1.087e-07
2910,0.0001389
2915,3.047e-05
2920,0.0001317
2925,5.002e-05
2930,0.0004819
2935,0.0007363
2940,4.537e-05
2945,2.934e-05
2950,0.0004715
2955,0.000241
2960,0.0004855
2965,0.001577
2970,7.338e-06
2975,2.091e-05
2980,5.594e-05
2985,0.001231
2990,0.002931
2995,0.0004819
3000,0.001697
3005,0.0003055
3010,0.001629
3015,0.000801
3020,4.951e-06
3025,0.001646
3030,0.00117
3035,0.0002072
3040,0.0001802
3045,0.0004226
