wavelength_nm,response_relative
544,0.931271461092
545,0.931281269935
546,0.931291048043
547,0.931301926772
548,0.931313434393
549,0.931325099179
550,0.931336449402
551,0.931347485061
552,0.931358520643
553,0.931369556147
554,0.931380591573
555,0.931391626921
556,0.931402662191
557,0.931413697383
558,0.931424732498
559,0.931435767534
560,0.931446802493
561,0.931457837374
562,0.931468872176
563,0.931479906901
564,0.931490941548
565,0.931501976117
566,0.931513010609
567,0.931524045022
568,0.931535079357
569,0.931546113615
570,0.931557147795
571,0.931568607365
572,0.931580492327
573,0.931592164477
574,0.93160298561
575,0.931612317524
576,0.931621186285
577,0.931630223953
578,0.931638201314
579,0.931643889154
580,0.931646058259
581,0.931645103712
582,0.931642664311
583,0.931639376424
584,0.931635876415
585,0.93163280065
586,0.931630149128
587,0.931627497606
588,0.931624846084
589,0.931622194562
590,0.93161954304
591,0.931616891518
592,0.931614239996
593,0.931611588474
594,0.931608936952
595,0.93160628543
596,0.931603633908
597,0.931600982386
598,0.931598330864
599,0.931595679342
600,0.931593027821
601,0.931590376299
602,0.931587724777
603,0.931585073255
604,0.931582421733
605,0.931579770211
606,0.931577118689
607,0.931574467167
608,0.931571815645
609,0.931569164123
610,0.931566512601
611,0.931563861079
612,0.931561209557
613,0.931558558035
614,0.931555906513
615,0.931553254991
616,0.931550603469
617,0.931547951947
618,0.931545300426
619,0.931542648904
620,0.931539997382
621,0.93153734586
622,0.931534694338
623,0.931532042816
624,0.931529391294
625,0.931526739772
626,0.93152408825
627,0.931521436728
628,0.931518785206
629,0.931516133684
630,0.931513482162
631,0.93151083064
632,0.931508179118
633,0.931505527596
634,0.931502876074
635,0.931500224552
636,0.93149757303
637,0.931494921509
638,0.931492269987
639,0.931489618465
640,0.931486966943
641,0.931484315421
642,0.931481663899
643,0.931479012377
644,0.931476360855
645,0.931473709333
646,0.931471057811
647,0.931468406289
648,0.931465754767
649,0.931463103245
650,0.931460451723
651,0.931457800201
652,0.931455148679
653,0.931452497157
654,0.931449845635
655,0.931447194114
656,0.931444542592
657,0.93144189107
658,0.931439239548
659,0.931436588026
660,0.931433936504
661,0.931431284982
662,0.93142863346
663,0.931425981938
664,0.931423330416
665,0.931420678894
666,0.931418027372
667,0.93141537585
668,0.931412724328
669,0.931410072806
670,0.931407421284
671,0.931404769762
672,0.93140211824
673,0.931399466719
674,0.931396815197
675,0.931394163675
676,0.931391512153
677,0.931388860631
678,0.931386209109
679,0.931383557587
680,0.931380906065
681,0.931378254543
682,0.931375603021
683,0.931372951499
684,0.931370299977
685,0.931367648455
686,0.931364996933
687,0.931362345411
688,0.931359693889
689,0.931357042367
690,0.931354390845
691,0.931351739324
692,0.931349087802
693,0.93134643628
694,0.931343784758
695,0.931341133236
696,0.931338481714
697,0.931335830192
698,0.93133317867
699,0.931330527148
700,0.931327875626
701,0.931325224104
702,0.931322572582
703,0.93131992106
704,0.931317269538
705,0.931314618016
706,0.931311966494
707,0.931309314972
708,0.93130666345
709,0.931304011929
710,0.931301360407
711,0.931298708885
712,0.931296057363
713,0.931293405841
714,0.931290754319
715,0.931288102797
716,0.931285451275
717,0.931282799753
718,0.931280148231
719,0.931277496709
720,0.931274845187
721,0.931272193665
722,0.931269542143
723,0.931266890621
724,0.931264239099
725,0.931261587577
726,0.931258936055
727,0.931256284534
728,0.931253633012
729,0.93125098149
730,0.931248329968
731,0.931245678446
732,0.931243026924
733,0.931240375402
734,0.93123772388
735,0.931235072358
736,0.931232420836
737,0.931229769314
738,0.931227117792
739,0.93122446627
740,0.931221814748
741,0.931219163226
742,0.931216511704
743,0.931213860182
744,0.93121120866
745,0.931208557139
746,0.931205905617
747,0.931203254095
748,0.931200602573
749,0.931197951051
750,0.931195299529
751,0.931192648007
752,0.931189996485
753,0.931187344963
754,0.931184693441
755,0.931182041919
756,0.931179390397
757,0.931176738875
758,0.931174087353
759,0.931171435831
760,0.931168784309
761,0.931166132787
762,0.931163481265
763,0.931160829744
764,0.931158178222
765,0.9311555267
766,0.931152875178
767,0.931150223656
768,0.931147572134
769,0.931144920612
770,0.93114226909
771,0.931139617568
772,0.931136966046
773,0.931134314524
774,0.931131663002
775,0.93112901148
776,0.931126230703
777,0.931123320669
778,0.931120475264
779,0.93111788837
780,0.93111575387
781,0.931114065192
782,0.931112617617
783,0.931111307816
784,0.931110032459
785,0.931108688214
786,0.931107275083
787,0.931105861952
788,0.931104448821
789,0.93110303569
790,0.931101622559
791,0.931100209427
792,0.931098796296
793,0.931097383165
794,0.931095970034
795,0.931094556903
796,0.931093143771
797,0.93109173064
798,0.931090317509
799,0.931088904378
800,0.931087491247
801,0.931086078115
802,0.931084664984
803,0.931083251853
804,0.931081838722
805,0.931080425591
806,0.931079012459
807,0.931077599328
808,0.931076186197
809,0.931074773066
810,0.931073359935
811,0.931071946804
812,0.931070533672
813,0.931069120541
814,0.93106770741
815,0.931066294279
816,0.931064881148
817,0.931063468016
818,0.931062054885
819,0.931060641754
820,0.931059228623
821,0.931057815492
822,0.93105640236
823,0.931054989229
824,0.931053576098
825,0.931052162967
826,0.931050749836
827,0.931049336704
828,0.931047923573
829,0.931046510442
830,0.931045097311
831,0.93104368418
832,0.931042271049
833,0.931040857917
834,0.931039444786
835,0.931038031655
836,0.931036618524
837,0.931035205393
838,0.931033792261
839,0.93103237913
840,0.931030965999
841,0.931029552868
842,0.931028139737
843,0.931026726605
844,0.931025313474
845,0.931023900343
846,0.931022487212
847,0.931021074081
848,0.931019660949
849,0.931018247818
850,0.931016834687
851,0.931015421556
852,0.931014008425
853,0.931012595293
854,0.931011182162
855,0.931009769031
856,0.9310083559
857,0.931006942769
858,0.931005529638
859,0.931004116506
860,0.931002703375
861,0.931001290244
862,0.930999877113
863,0.930998463982
864,0.93099705085
865,0.930995637719
866,0.930994224588
867,0.930992811457
868,0.930991398326
869,0.930989985194
870,0.930988572063
871,0.930987158932
872,0.930985745801
873,0.93098433267
874,0.930982919538
875,0.930981506407
876,0.930980093276
877,0.930978680145
878,0.930977267014
879,0.930975853883
880,0.930974440751
881,0.93097302762
882,0.930971614489
883,0.930970201358
884,0.930968788227
885,0.930967375095
886,0.930965961964
887,0.930964548833
888,0.930963135702
889,0.930961722571
890,0.930960309439
891,0.930958896308
892,0.930957483177
893,0.930956070046
894,0.930954656915
895,0.930953243783
896,0.930951830652
897,0.930950417521
898,0.93094900439
899,0.930947591259
900,0.930946178128
901,0.930944764996
902,0.930943351865
903,0.930941938734
904,0.930940525603
905,0.930939112472
906,0.93093769934
907,0.930936286209
908,0.930934873078
909,0.930933459947
910,0.930932046816
911,0.930930633684
912,0.930929220553
913,0.930927807422
914,0.930926394291
915,0.93092498116
916,0.930923568028
917,0.930922154897
918,0.930920741766
919,0.930919328635
920,0.930917915504
921,0.930916502373
922,0.930915089241
923,0.93091367611
924,0.930912262979
925,0.930910849848
926,0.930909436717
927,0.930908023585
928,0.930906610454
929,0.930905197323
930,0.930903784192
931,0.930902371061
932,0.930900957929
933,0.930899544798
934,0.930898131667
935,0.930896718536
936,0.930895305405
937,0.930893892273
938,0.930892479142
939,0.930891066011
940,0.93088965288
941,0.930888239749
942,0.930886826617
943,0.930885413486
944,0.930884000355
945,0.930882587224
946,0.930880947992
947,0.930879082659
948,0.930877330376
949,0.930876030295
950,0.930875521568
951,0.930880602731
952,0.930893680422
953,0.930911505943
954,0.930930830596
955,0.930948405682
956,0.930964455313
957,0.930981177284
958,0.930998283426
959,0.931015485569
960,0.931032495544
961,0.93104931335
962,0.931066131101
963,0.931082948796
964,0.931099766437
965,0.931116584021
966,0.931133401551
967,0.931150219025
968,0.931167036444
969,0.931183853807
970,0.931200671115
971,0.931217488368
972,0.931234305565
973,0.931251122707
974,0.931267939794
975,0.931284756825
976,0.931301573801
977,0.931318390722
978,0.931335207587
979,0.931352024397
980,0.931368841152
981,0.931386120958
982,0.931403863815
983,0.931421375063
984,0.931437960043
985,0.931452924094
986,0.931466819276
987,0.931480278719
988,0.931492729372
989,0.931503598183
990,0.9315123121
991,0.931519029176
992,0.931524613218
993,0.931529549803
994,0.931534324509
995,0.931539422911
996,0.931544845011
997,0.931550267091
998,0.931555689149
999,0.931561111187
1000,0.931566533204
1001,0.9315719552
1002,0.931577377176
1003,0.93158279913
1004,0.931588221064
1005,0.931593642978
1006,0.93159906487
1007,0.931604486742
1008,0.931609908593
1009,0.931615330423
1010,0.931620752232
1011,0.931626174021
1012,0.931631595789
1013,0.931637017536
1014,0.931642439263
1015,0.931647860968
1016,0.931653282653
1017,0.931658704317
1018,0.931664125961
1019,0.931669547583
1020,0.931674969185
1021,0.931681008759
1022,0.931687666304
1023,0.931694014832
1024,0.931699127355
1025,0.931702076883
1026,0.93170340622
1027,0.931704376136
1028,0.931705136593
1029,0.931705837553
1030,0.931706628977
1031,0.9317075075
1032,0.93170837339
1033,0.931709232057
1034,0.931710088914
1035,0.931710949372
1036,0.931711757337
1037,0.931712509204
1038,0.931713289109
1039,0.931714181193
1040,0.931715269594
1041,0.931716782721
1042,0.931718760216
1043,0.931721003062
1044,0.931723312246
1045,0.931725488752
1046,0.93172753258
1047,0.931729576407
1048,0.931731620233
1049,0.931733664058
1050,0.931735707882
1051,0.931737751704
1052,0.931739795525
1053,0.931741839345
1054,0.931743883165
1055,0.931745926982
1056,0.931747731214
1057,0.931749295861
1058,0.931750980298
1059,0.931753143904
1060,0.931756146055
1061,0.931762629935
1062,0.931773997363
1063,0.931788745668
1064,0.931805372178
1065,0.931822374223
1066,0.931841173595
1067,0.931863255888
1068,0.931887214129
1069,0.931911641349
1070,0.931935130578
1071,0.931957681814
1072,0.931980233039
1073,0.932002784252
1074,0.932025335454
1075,0.932047886645
1076,0.932070437824
1077,0.932092988991
1078,0.932115540147
1079,0.932138091292
1080,0.932160642425
1081,0.932183193547
1082,0.932205744657
1083,0.932228295755
1084,0.932250846842
1085,0.932273397918
1086,0.932295948982
1087,0.932318500035
1088,0.932341051076
1089,0.932363602106
1090,0.932386153124
1091,0.932408901426
1092,0.932431847012
1093,0.932454693938
1094,0.932477146263
1095,0.932498908043
1096,0.932523062027
1097,0.932549831084
1098,0.93257462945
1099,0.932592871362
1100,0.932599971058
1101,0.932599886451
1102,0.932599670235
1103,0.932599378812
1104,0.932599068588
1105,0.932598795966
1106,0.932598560948
1107,0.93259832593
1108,0.932598090911
1109,0.932597855893
1110,0.932597620875
1111,0.932597385857
1112,0.932597150838
1113,0.93259691582
1114,0.932596680802
1115,0.932596445783
1116,0.932596210765
1117,0.932595975747
1118,0.932595740728
1119,0.93259550571
1120,0.932595270692
1121,0.932595035673
1122,0.932594800655
1123,0.932594565637
1124,0.932594330618
1125,0.9325940956
1126,0.932593860582
1127,0.932593625563
1128,0.932593390545
1129,0.932593155527
1130,0.932592920508
1131,0.93259268549
1132,0.932592450472
1133,0.932592215454
1134,0.932591980435
1135,0.932591745417
1136,0.932591510399
1137,0.93259127538
1138,0.932591040362
1139,0.932590805344
1140,0.932590570325
1141,0.932590335307
1142,0.932590100289
1143,0.93258986527
1144,0.932589630252
1145,0.932589395234
1146,0.932589160215
1147,0.932588925197
1148,0.932588690179
1149,0.93258845516
1150,0.932588220142
1151,0.932587985124
1152,0.932587750105
1153,0.932587515087
1154,0.932587280069
1155,0.932587045051
1156,0.932586810032
1157,0.932586575014
1158,0.932586339996
1159,0.932586104977
1160,0.932585869959
1161,0.932585634941
1162,0.932585399922
1163,0.932585164904
1164,0.932584929886
1165,0.932584694867
1166,0.932584459849
1167,0.932584224831
1168,0.932583989812
1169,0.932583754794
1170,0.932583519776
1171,0.932583284757
1172,0.932583049739
1173,0.932582814721
1174,0.932582579702
1175,0.932582344684
1176,0.932582109666
1177,0.932581874648
1178,0.932581639629
1179,0.932581404611
1180,0.932581169593
1181,0.932580934574
1182,0.932580699556
1183,0.932580464538
1184,0.932580229519
1185,0.932579994501
1186,0.932579759483
1187,0.932579524464
1188,0.932579289446
1189,0.932579054428
1190,0.932578819409
1191,0.932578584391
1192,0.932578349373
1193,0.932578114354
1194,0.932577879336
1195,0.932577644318
1196,0.932577409299
1197,0.932577174281
1198,0.932576939263
1199,0.932576704245
1200,0.932576469226
1201,0.932576234208
1202,0.93257599919
1203,0.932575764171
1204,0.932575529153
1205,0.932575294135
1206,0.932575059116
1207,0.932574824098
1208,0.93257458908
1209,0.932574354061
1210,0.932574119043
1211,0.932573884025
1212,0.932573649006
1213,0.932573413988
1214,0.93257317897
1215,0.932572943951
1216,0.932572708933
1217,0.932572473915
1218,0.932572238897
1219,0.932572003878
1220,0.93257176886
1221,0.932571533842
1222,0.932571298823
1223,0.932571063805
1224,0.932570828787
1225,0.932570593768
1226,0.93257035875
1227,0.932570123732
1228,0.932569888713
1229,0.932569653695
1230,0.932569418677
1231,0.932569183658
1232,0.93256894864
1233,0.932568713622
1234,0.932568478603
1235,0.932568243585
1236,0.932568008567
1237,0.932567773548
1238,0.93256753853
1239,0.932567303512
1240,0.932567068494
1241,0.932566868623
1242,0.932566703901
1243,0.932566521605
1244,0.932566269013
1245,0.932565893402
1246,0.932563649123
1247,0.932558313203
1248,0.932550616939
1249,0.932541291627
1250,0.932531068563
1251,0.932516927574
1252,0.932497011099
1253,0.93247379435
1254,0.932449752541
1255,0.932427360884
1256,0.932406619379
1257,0.932385877885
1258,0.932365136401
1259,0.932344394927
1260,0.932323653463
1261,0.93230291201
1262,0.932282170567
1263,0.932261429135
1264,0.932240687713
1265,0.932219946301
1266,0.9321992049
1267,0.932178463508
1268,0.932157722128
1269,0.932136980757
1270,0.932116239397
1271,0.932095498047
1272,0.932074756708
1273,0.932054015379
1274,0.93203327406
1275,0.932012532752
1276,0.931991791454
1277,0.931971050166
1278,0.931950308888
1279,0.931929567621
1280,0.931908826364
1281,0.931884766526
1282,0.931857388106
1283,0.931831668992
1284,0.931812587073
1285,0.931805120236
1286,0.931809681298
1287,0.93182150786
1288,0.931837814985
1289,0.931855817736
1290,0.931872731176
1291,0.931889090559
1292,0.931906879358
1293,0.931925484962
1294,0.931944294759
1295,0.931962696141
1296,0.931980658271
1297,0.931998589556
1298,0.932016536249
1299,0.932034544605
1300,0.932052660877
1301,0.932070917396
1302,0.932089284162
1303,0.932107713929
1304,0.93212615945
1305,0.93214457348
1306,0.932162956019
1307,0.932181338563
1308,0.932199721114
1309,0.932218103671
1310,0.932236486234
1311,0.932254868803
1312,0.932273251378
1313,0.932291633959
1314,0.932310016547
1315,0.93232839914
1316,0.932347477488
1317,0.93236725159
1318,0.932386677824
1319,0.932404712567
1320,0.932420312197
1321,0.932434554635
1322,0.932448468369
1323,0.932460935622
1324,0.932470838617
1325,0.932477059575
1326,0.932480500246
1327,0.932483059421
1328,0.932485114883
1329,0.932487044419
1330,0.932489225811
1331,0.932491659061
1332,0.932494092311
1333,0.932496525562
1334,0.932498958814
1335,0.932501392066
1336,0.93250382532
1337,0.932506258574
1338,0.932508691829
1339,0.932511125084
1340,0.932513558341
1341,0.932515991598
1342,0.932518424856
1343,0.932520858114
1344,0.932523291374
1345,0.932525724634
1346,0.932528157895
1347,0.932530591157
1348,0.932533024419
1349,0.932535457682
1350,0.932537890946
1351,0.932540324211
1352,0.932542757476
1353,0.932545190742
1354,0.932547624009
1355,0.932550057277
1356,0.932552831605
1357,0.932555946993
1358,0.932558891853
1359,0.932561154594
1360,0.932562223627
1361,0.932562475058
1362,0.9325626481
1363,0.932562775821
1364,0.932562891293
1365,0.932563027584
1366,0.932563184245
1367,0.932563339254
1368,0.932563493317
1369,0.932563647145
1370,0.932563801444
1371,0.932563956217
1372,0.932564110989
1373,0.932564265761
1374,0.932564420533
1375,0.932564575305
1376,0.932564730077
1377,0.932564884849
1378,0.932565039622
1379,0.932565194394
1380,0.932565349166
1381,0.932565503938
1382,0.93256565871
1383,0.932565813482
1384,0.932565968254
1385,0.932566123027
1386,0.932566277799
1387,0.932566432571
1388,0.932566587343
1389,0.932566742115
1390,0.932566896887
1391,0.932567051659
1392,0.932567206432
1393,0.932567361204
1394,0.932567515976
1395,0.932567670748
1396,0.93256782552
1397,0.932567980292
1398,0.932568135064
1399,0.932568289837
1400,0.932568444609
1401,0.932568599381
1402,0.932568754153
1403,0.932568908925
1404,0.932569063697
1405,0.932569218469
1406,0.932569373242
1407,0.932569528014
1408,0.932569682786
1409,0.932569837558
1410,0.93256999233
1411,0.932570147102
1412,0.932570301874
1413,0.932570456647
1414,0.932570611419
1415,0.932570766191
1416,0.932570920963
1417,0.932571075735
1418,0.932571230507
1419,0.932571385279
1420,0.932571540052
1421,0.932571694824
1422,0.932571849596
1423,0.932572004368
1424,0.93257215914
1425,0.932572313912
1426,0.932572468684
1427,0.932572623457
1428,0.932572778229
1429,0.932572933001
1430,0.932573087773
1431,0.932573242545
1432,0.932573397317
1433,0.932573552089
1434,0.932573706862
1435,0.932573861634
1436,0.932574016406
1437,0.932574171178
1438,0.93257432595
1439,0.932574480722
1440,0.932574635494
1441,0.932574790267
1442,0.932574945039
1443,0.932575099811
1444,0.932575254583
1445,0.932575409355
1446,0.932575564127
1447,0.932575718899
1448,0.932575873672
1449,0.932576028444
1450,0.932576183216
1451,0.932576337988
1452,0.93257649276
1453,0.932576647532
1454,0.932576802304
1455,0.932576957077
1456,0.932577111849
1457,0.932577266621
1458,0.932577421393
1459,0.932577576165
1460,0.932577730937
1461,0.932577885709
1462,0.932578040482
1463,0.932578195254
1464,0.932578350026
1465,0.932578504798
1466,0.93257865957
1467,0.932578814342
1468,0.932578969114
1469,0.932579123887
1470,0.932579278659
1471,0.932579433431
1472,0.932579588203
1473,0.932579742975
1474,0.932579897747
1475,0.932580052519
1476,0.932580207292
1477,0.932580362064
1478,0.932580516836
1479,0.932580671608
1480,0.93258082638
1481,0.932580981152
1482,0.932581135924
1483,0.932581290697
1484,0.932581445469
1485,0.932581600241
1486,0.932581755013
1487,0.932581909785
1488,0.932582064557
1489,0.932582219329
1490,0.932582374102
1491,0.932582528874
1492,0.932582683646
1493,0.932582838418
1494,0.93258299319
1495,0.932583147962
1496,0.932583302734
1497,0.932583457507
1498,0.932583612279
1499,0.932583767051
1500,0.932583921823
1501,0.932584076595
1502,0.932584231367
1503,0.932584386139
1504,0.932584540912
1505,0.932584695684
1506,0.932584850456
1507,0.932585005228
1508,0.93258516
1509,0.932585314772
1510,0.932585469544
1511,0.932585624317
1512,0.932585779089
1513,0.932585933861
1514,0.932586088633
1515,0.932586243405
1516,0.932586398177
1517,0.932586552949
1518,0.932586707722
1519,0.932586862494
1520,0.932587017266
1521,0.932587172038
1522,0.93258732681
1523,0.932587481582
1524,0.932587636354
1525,0.932587791127
1526,0.932587945899
1527,0.932588100671
1528,0.932588255443
1529,0.932588410215
1530,0.932588564987
1531,0.932588719759
1532,0.932588874532
1533,0.932589029304
1534,0.932589184076
1535,0.932589338848
1536,0.93258949362
1537,0.932589648392
1538,0.932589803164
1539,0.932589957937
1540,0.932590112709
1541,0.932590267481
1542,0.932590422253
1543,0.932590577025
1544,0.932590731797
1545,0.932590886569
1546,0.932591041342
1547,0.932591196114
1548,0.932591350886
1549,0.932591505658
1550,0.93259166043
1551,0.932591815202
1552,0.932591969974
1553,0.932592124747
1554,0.932592279519
1555,0.932592434291
1556,0.932592588465
1557,0.93259274204
1558,0.932592895914
1559,0.932593050985
1560,0.932593208152
1561,0.932593368078
1562,0.932593530202
1563,0.932593693583
1564,0.932593857278
1565,0.932594020345
1566,0.932594182784
1567,0.932594345222
1568,0.932594507661
1569,0.9325946701
1570,0.932594832538
1571,0.932594994977
1572,0.932595157416
1573,0.932595319854
1574,0.932595482293
1575,0.932595644732
1576,0.932595785732
1577,0.932595905296
1578,0.932596035578
1579,0.932596208735
1580,0.932596456925
1581,0.932597128024
1582,0.932598452974
1583,0.932600288523
1584,0.932602491423
1585,0.932604918423
1586,0.932608211916
1587,0.932612753264
1588,0.932618007673
1589,0.932623440348
1590,0.932628516496
1591,0.932633236115
1592,0.932637955736
1593,0.932642675358
1594,0.932647394982
1595,0.932652114608
1596,0.932656834235
1597,0.932661553864
1598,0.932666273494
1599,0.932670993127
1600,0.93267571276
1601,0.932680432395
1602,0.932685152032
1603,0.93268987167
1604,0.93269459131
1605,0.932699310952
1606,0.932704030595
1607,0.93270875024
1608,0.932713469886
1609,0.932718189534
1610,0.932722909183
1611,0.932727628834
1612,0.932732348487
1613,0.932737068141
1614,0.932741787797
1615,0.932746507454
